outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,MAY 2022,202218,all_ages_adj,Pfizer,142191,85581281,109926,54944930.55,166.147314388,200.065772947,1.204146896,170.836136402,239.47239464,1.401766627,1
case,MAY 2022,202219,5-11,all_types,12292,5474396,17447,13653197,224.536186275,127.786920529,0.56911504,,,,0
case,MAY 2022,202219,12-17,all_types,15322,10203166,11445,6491525,150.169074971,176.30680002,1.174055311,,,,0
case,MAY 2022,202219,18-29,all_types,44045,23003238,30477,12052927,191.473043925,252.85974104,1.320602294,,,,1
case,MAY 2022,202219,30-49,all_types,91143,42195127,43325,12978538.2,216.003615773,333.820337332,1.545438655,,,,1
case,MAY 2022,202219,50-64,all_types,64261,34711372,22584,6515402.700000001,185.129530461,346.624775779,1.872336493,,,,1
case,MAY 2022,202219,65-79,all_types,38704,25669052.55,11295,2099720.7,150.780789141,537.928687373,3.567620852,,,,1
case,MAY 2022,202219,80+,all_types,13118,7472051,4373,1004872.95,175.560900213,435.179392579,2.478794493,,,,1
case,MAY 2022,202219,all_ages_adj,all_types,278885,148728402.55,140946,54796183.55,187.512939841,257.218643469,1.371738098,193.700637878,308.72498168,1.593825323,1
case,MAY 2022,202219,all_ages_adj,Janssen,15181,11316906,140946,54796183.55,134.144438418,257.218643469,1.917475271,124.747116713,308.72498168,2.474806551,1
case,MAY 2022,202219,all_ages_adj,Moderna,91748,51633015,140946,54796183.55,177.692509337,257.218643469,1.447549165,233.327437458,308.72498168,1.323140498,1
case,MAY 2022,202219,all_ages_adj,Pfizer,171599,85706963,140946,54796183.55,200.215938115,257.218643469,1.284706132,205.621411343,308.72498168,1.501424291,1
case,MAY 2022,202220,5-11,all_types,11732,5499939,17706,13626102,213.311456727,129.941783791,0.609164579,,,,0
case,MAY 2022,202220,12-17,all_types,16929,10216611,12570,6474739,165.700739707,194.139099661,1.171624822,,,,0
case,MAY 2022,202220,18-29,all_types,49011,23029088,34144,12017383,212.822149101,284.121759288,1.335019689,,,,1
case,MAY 2022,202220,30-49,all_types,98663,42222493,49558,12942821.2,233.674027727,382.899518074,1.638605376,,,,1
case,MAY 2022,202220,50-64,all_types,70710,34742650,26416,6493119.700000001,203.525062135,406.830633355,1.998921553,,,,1
case,MAY 2022,202220,65-79,all_types,42662,25705496.55,13150,2086905.7,165.964504584,630.11951139,3.796712514,,,,1
case,MAY 2022,202220,80+,all_types,14345,7486245,4883,997821.95,191.618094252,489.365863319,2.553860403,,,,1
case,MAY 2022,202220,all_ages_adj,all_types,304052,148902522.55,158427,54638892.55,204.195331814,289.952802127,1.419977624,208.431931465,352.96447845,1.693428046,1
case,MAY 2022,202220,all_ages_adj,Janssen,16565,11324373,158427,54638892.55,146.277414211,289.952802127,1.982211702,120.165685953,352.96447845,2.937315055,1
case,MAY 2022,202220,all_ages_adj,Moderna,100384,51686866,158427,54638892.55,194.215683342,289.952802127,1.492942265,200.483337304,352.96447845,1.760567652,1
case,MAY 2022,202220,all_ages_adj,Pfizer,186718,85823351,158427,54638892.55,217.560836095,289.952802127,1.332743555,222.044281452,352.96447845,1.589613009,1
case,MAY 2022,202221,5-11,all_types,10995,5523593,15910,13596954,199.055216414,117.011501252,0.587834388,,,,0
case,MAY 2022,202221,12-17,all_types,16876,10229833,11652,6459128,164.968479935,180.395867677,1.093517184,,,,0
case,MAY 2022,202221,18-29,all_types,50475,23053176,35075,11984019,218.950308626,292.681445181,1.336748265,,,,1
case,MAY 2022,202221,30-49,all_types,98278,42248013,49813,12909190.2,232.621590985,385.872384156,1.658798663,,,,1
case,MAY 2022,202221,50-64,all_types,71412,34772650,26802,6470624.700000001,205.368299511,414.210393009,2.016914947,,,,1
case,MAY 2022,202221,65-79,all_types,43601,25739483.55,13486,2074480.7,169.393453118,650.090405758,3.837754021,,,,1
case,MAY 2022,202221,80+,all_types,14436,7498536,4883,991386.95,192.517579432,492.542291383,2.558427614,,,,1
case,MAY 2022,202221,all_ages_adj,all_types,306073,149065284.55,157621,54485783.55,205.328155998,289.288305555,1.408907143,208.173356094,356.017440825,1.71019696,1
case,MAY 2022,202221,all_ages_adj,Janssen,16490,11330140,157621,54485783.55,145.541008319,289.288305555,1.987675562,162.265091583,356.017440825,2.194048254,1
case,MAY 2022,202221,all_ages_adj,Moderna,101629,51737074,157621,54485783.55,196.433605812,289.288305555,1.47270272,213.834300741,356.017440825,1.664922043,1
case,MAY 2022,202221,all_ages_adj,Pfizer,187597,85933430,157621,54485783.55,218.305029835,289.288305555,1.325156391,221.863149795,356.017440825,1.604671353,1
case,JUN 2022,202222,5-11,all_types,8763,5547744,12784,13573459,157.956098912,94.183803848,0.5962657,,,,0
case,JUN 2022,202222,12-17,all_types,13250,10243363,9002,6445430,129.352049713,139.664847807,1.079726592,,,,0
case,JUN 2022,202222,18-29,all_types,48766,23077175,36127,11955956,211.317026456,302.167388371,1.429924476,,,,1
case,JUN 2022,202222,30-49,all_types,94470,42274007,51142,12882523.2,223.470654201,396.987447304,1.776463441,,,,1
case,JUN 2022,202222,50-64,all_types,68705,34804399,26948,6453318.700000001,197.403207566,417.583591525,2.115384024,,,,1
case,JUN 2022,202222,65-79,all_types,43383,25773284.55,14081,2065650.7,168.32546087,681.673818328,4.04973683,,,,1
case,JUN 2022,202222,80+,all_types,14621,7510789,4972,987036.95,194.666632227,503.729875563,2.587653928,,,,1
case,JUN 2022,202222,all_ages_adj,all_types,291958,149230761.55,155056,54363374.55,195.641968832,285.221440508,1.457874515,194.720935179,359.122418557,1.844292799,1
case,JUN 2022,202222,all_ages_adj,Janssen,16084,11335759,155056,54363374.55,141.887279008,285.221440508,2.010197408,137.215721455,359.122418557,2.617210439,1
case,JUN 2022,202222,all_ages_adj,Moderna,100025,51788796,155056,54363374.55,193.140230563,285.221440508,1.47675831,188.848576861,359.122418557,1.901642176,1
case,JUN 2022,202222,all_ages_adj,Pfizer,175544,86045143,155056,54363374.55,204.013839573,285.221440508,1.398049471,206.421899796,359.122418557,1.739749605,1
case,JUN 2022,202223,5-11,all_types,7747,5575732,12080,13544691,138.941398188,89.186235404,0.641898214,,,,0
case,JUN 2022,202223,12-17,all_types,11485,10257684,7916,6430222,111.964845086,123.106169585,1.099507345,,,,0
case,JUN 2022,202223,18-29,all_types,46399,23100333,36417,11923759,200.858576368,305.415431493,1.520549618,,,,1
case,JUN 2022,202223,30-49,all_types,92375,42299596,51821,12851376.2,218.382700393,403.233079427,1.846451567,,,,1
case,JUN 2022,202223,50-64,all_types,68978,34837532,27550,6433715.700000001,197.99910051,428.212891036,2.162701194,,,,1
case,JUN 2022,202223,65-79,all_types,43768,25806640.55,14445,2055346.7,169.599758307,702.801138124,4.143880541,,,,1
case,JUN 2022,202223,80+,all_types,14720,7522742,5218,981987.95,195.673332942,531.371082507,2.715602962,,,,1
case,JUN 2022,202223,all_ages_adj,all_types,285472,149400259.55,155447,54221098.55,191.078650639,286.690982214,1.500382074,187.807722407,364.466539535,1.940636598,1
case,JUN 2022,202223,all_ages_adj,Janssen,16242,11341253,155447,54221098.55,143.21168922,286.690982214,2.001868589,113.496044947,364.466539535,3.211270839,1
case,JUN 2022,202223,all_ages_adj,Moderna,98864,51838649,155447,54221098.55,190.714846755,286.690982214,1.503244174,176.499823596,364.466539535,2.064968294,1
case,JUN 2022,202223,all_ages_adj,Pfizer,170037,86162536,155447,54221098.55,197.344469991,286.690982214,1.452743937,198.921333646,364.466539535,1.832214438,1
case,JUN 2022,202224,5-11,all_types,6340,5599460,10796,13516590,113.225203859,79.872216291,0.705427887,,,,0
case,JUN 2022,202224,12-17,all_types,9256,10270617,7221,6414836,90.121167988,112.567180205,1.249064817,,,,0
case,JUN 2022,202224,18-29,all_types,43929,23120915,36365,11893846,189.996805922,305.746349835,1.609218367,,,,1
case,JUN 2022,202224,30-49,all_types,88102,42321400,51693,12822325.2,208.173642649,403.148408683,1.936596793,,,,1
case,JUN 2022,202224,50-64,all_types,66939,34861988,28171,6416536.700000001,192.011425166,439.037463933,2.286517396,,,,1
case,JUN 2022,202224,65-79,all_types,43919,25828226.55,15029,2047287.5,170.042646618,734.093281965,4.317112775,,,,1
case,JUN 2022,202224,80+,all_types,14786,7530279,5147,977724.95,196.353946514,526.426169241,2.681006308,,,,1
case,JUN 2022,202224,all_ages_adj,all_types,273271,149532885.55,154422,54089146.35,182.749767046,285.495354282,1.562220072,176.837150079,367.189582895,2.076427847,1
case,JUN 2022,202224,all_ages_adj,Janssen,15577,11345263,154422,54089146.35,137.299593672,285.495354282,2.079360518,132.00990622,367.189582895,2.781530519,1
case,JUN 2022,202224,all_ages_adj,Moderna,97034,51875047,154422,54089146.35,187.053324501,285.495354282,1.526277895,178.520818995,367.189582895,2.056844602,1
case,JUN 2022,202224,all_ages_adj,Pfizer,160370,86256338,154422,54089146.35,185.922569539,285.495354282,1.535560502,186.526052331,367.189582895,1.968569957,1
case,JUN 2022,202225,5-11,all_types,6445,5624821,11336,13488153,114.581424013,84.044123758,0.733488211,,,,0
case,JUN 2022,202225,12-17,all_types,9520,10284441,7401,6400644,92.567014581,115.628989833,1.249138155,,,,0
case,JUN 2022,202225,18-29,all_types,47464,23143550,39268,11865342,205.085218128,330.947055719,1.613705067,,,,1
case,JUN 2022,202225,30-49,all_types,95186,42345085,55944,12795427.2,224.786418542,437.218696379,1.945040538,,,,1
case,JUN 2022,202225,50-64,all_types,72246,34887031,29373,6400408.700000001,207.085549928,458.923818412,2.216107394,,,,1
case,JUN 2022,202225,65-79,all_types,47627,25850049.55,15556,2039944.5,184.24336057,762.569765991,4.138926709,,,,1
case,JUN 2022,202225,80+,all_types,16338,7538015,5419,974173.4,216.74141004,556.266471657,2.566498352,,,,1
case,JUN 2022,202225,all_ages_adj,all_types,294826,149672992.55,164297,53964092.8,196.980093053,304.456151258,1.545618882,189.843602568,390.578216957,2.057368337,1
case,JUN 2022,202225,all_ages_adj,Janssen,16929,11350367,164297,53964092.8,149.149362307,304.456151258,2.041283627,135.259727315,390.578216957,2.887616475,1
case,JUN 2022,202225,all_ages_adj,Moderna,105422,51912433,164297,53964092.8,203.076592461,304.456151258,1.499218337,203.193411443,390.578216957,1.92219922,1
case,JUN 2022,202225,all_ages_adj,Pfizer,172090,86355865,164297,53964092.8,199.28003732,304.456151258,1.527780481,199.600425227,390.578216957,1.956800525,1
case,JUN 2022,202226,5-11,all_types,6337,5650332,12966,13460438,112.152701824,96.326731716,0.858889087,,,,0
case,JUN 2022,202226,12-17,all_types,9859,10297515,8242,6387013,95.741545412,129.043106692,1.347827697,,,,0
case,JUN 2022,202226,18-29,all_types,50301,23165600,43926,11836838,217.136616362,371.095726747,1.709042597,,,,1
case,JUN 2022,202226,30-49,all_types,99595,42367796,62314,12768658.2,235.072412074,488.023087657,2.076054282,,,,1
case,JUN 2022,202226,50-64,all_types,76617,34909281,32690,6385345.700000001,219.474586142,511.953487499,2.332632204,,,,1
case,JUN 2022,202226,65-79,all_types,51675,25868484.55,17743,2033025.5,199.760445573,872.738684291,4.3689264,,,,1
case,JUN 2022,202226,80+,all_types,17610,7544285,6292,970917.4,233.421722536,648.046888438,2.776292118,,,,1
case,JUN 2022,202226,all_ages_adj,all_types,311994,149803293.55,184173,53842235.8,208.269119194,342.060461018,1.642396445,199.465614679,439.608990159,2.2039337,1
case,JUN 2022,202226,all_ages_adj,Janssen,17647,11355093,184173,53842235.8,155.410440055,342.060461018,2.2010134,147.24283614,439.608990159,2.985605288,1
case,JUN 2022,202226,all_ages_adj,Moderna,113560,51945624,184173,53842235.8,218.613217545,342.060461018,1.564683347,208.320904851,439.608990159,2.110249043,1
case,JUN 2022,202226,all_ages_adj,Pfizer,180453,86449284,184173,53842235.8,208.738570929,342.060461018,1.638702706,208.577771409,439.608990159,2.107650241,1
case,JUL 2022,202227,5-11,all_types,6260,5674291,13550,13435754,110.322153023,100.850313276,0.91414381,,,,0
case,JUL 2022,202227,12-17,all_types,9537,10309991,8882,6375341,92.502505579,139.318038047,1.506100156,,,,0
case,JUL 2022,202227,18-29,all_types,51376,23185596,45989,11813229,221.585850111,389.300842301,1.756884937,,,,1
case,JUL 2022,202227,30-49,all_types,102197,42388382,64903,12746804.2,241.096723154,509.170761405,2.111894159,,,,1
case,JUL 2022,202227,50-64,all_types,79249,34929357,34170,6371359.700000001,226.883649762,536.306245588,2.363794157,,,,1
case,JUL 2022,202227,65-79,all_types,54109,25884293.55,18467,2026875.5,209.041826448,911.106774935,4.35849031,,,,1
case,JUL 2022,202227,80+,all_types,18691,7549692,6646,968400.4,247.573013575,686.286374933,2.772056473,,,,1
case,JUL 2022,202227,all_ages_adj,all_types,321419,149921602.55,192607,53737763.8,214.391384919,358.420199093,1.67180318,204.337204862,460.263435504,2.252470057,1
case,JUL 2022,202227,all_ages_adj,Janssen,18381,11359608,192607,53737763.8,161.810161055,358.420199093,2.21506608,162.868016682,460.263435504,2.825990301,1
case,JUL 2022,202227,all_ages_adj,Moderna,117033,51975149,192607,53737763.8,225.17107166,358.420199093,1.591768412,195.397539504,460.263435504,2.35552319,1
case,JUL 2022,202227,all_ages_adj,Pfizer,185627,86534828,192607,53737763.8,214.511317917,358.420199093,1.670868477,214.013300749,460.263435504,2.150630049,1
case,JUL 2022,202228,5-11,all_types,6535,5698075,15990,13403669,114.687855109,119.295694336,1.04017722,,,,0
case,JUL 2022,202228,12-17,all_types,10446,10322472,10236,6360827,101.196690095,160.922471245,1.590195006,,,,0
case,JUL 2022,202228,18-29,all_types,53215,23205820,50566,11782923,229.317472944,429.146485978,1.871407706,,,,1
case,JUL 2022,202228,30-49,all_types,105589,42408311,71697,12717419.2,248.98185641,563.770045419,2.264301719,,,,1
case,JUL 2022,202228,50-64,all_types,84294,34947292,37537,6352019.700000001,241.203238294,590.945900246,2.449991569,,,,1
case,JUL 2022,202228,65-79,all_types,57824,25898168.55,20184,2016994.5,223.274475523,1000.696828871,4.481913244,,,,1
case,JUL 2022,202228,80+,all_types,20235,7554475,7183,964687.4,267.854483601,744.593533615,2.779843457,,,,1
case,JUL 2022,202228,all_ages_adj,all_types,338138,150034613.55,213393,53598539.8,225.373326861,398.132114786,1.76654496,213.997894908,508.927924289,2.378191264,1
case,JUL 2022,202228,all_ages_adj,Janssen,19694,11363494,213393,53598539.8,173.30937122,398.132114786,2.297233623,209.131645998,508.927924289,2.433528995,1
case,JUL 2022,202228,all_ages_adj,Moderna,124442,52001140,213393,53598539.8,239.306292131,398.132114786,1.663692631,215.77912658,508.927924289,2.358559571,1
case,JUL 2022,202228,all_ages_adj,Pfizer,193581,86618597,213393,53598539.8,223.486649178,398.132114786,1.78145816,221.994441215,508.927924289,2.292525531,1
case,JUL 2022,202229,5-11,all_types,6669,5718633,16941,13368813,116.618779348,126.720300449,1.086620021,,,,0
case,JUL 2022,202229,12-17,all_types,10010,10332921,10510,6346190,96.87483336,165.61117773,1.709537679,,,,0
case,JUL 2022,202229,18-29,all_types,50249,23223967,49846,11754091,216.366997077,424.073626791,1.959973714,,,,1
case,JUL 2022,202229,30-49,all_types,101679,42426070,71629,12689283.2,239.661604292,564.484209794,2.355338526,,,,1
case,JUL 2022,202229,50-64,all_types,82230,34963333,38136,6331731.700000001,235.189248119,602.299683671,2.560915044,,,,1
case,JUL 2022,202229,65-79,all_types,57649,25909816.55,20490,2006767.5,222.498680717,1021.04503885,4.588993677,,,,1
case,JUL 2022,202229,80+,all_types,20459,7558149,7449,960740.4,270.687968708,775.339519396,2.864329446,,,,1
case,JUL 2022,202229,all_ages_adj,all_types,328945,150132889.55,215001,53457616.8,219.102557065,402.189646434,1.835622787,207.577061044,514.505684913,2.478624961,1
case,JUL 2022,202229,all_ages_adj,Janssen,19442,11367296,215001,53457616.8,171.034518675,402.189646434,2.351511552,169.307905254,514.505684913,3.038875734,1
case,JUL 2022,202229,all_ages_adj,Moderna,121481,52024373,215001,53457616.8,233.507859864,402.189646434,1.722381622,203.59897794,514.505684913,2.52705436,1
case,JUL 2022,202229,all_ages_adj,Pfizer,187631,86690730,215001,53457616.8,216.437213068,402.189646434,1.858227801,214.957580375,514.505684913,2.393521941,1
case,JUL 2022,202230,5-11,all_types,5954,5742345,16410,13332711,103.685863528,123.080744794,1.187054248,,,,0
case,JUL 2022,202230,12-17,all_types,9202,10344354,10010,6331238,88.956739106,158.10493935,1.77732391,,,,0
case,JUL 2022,202230,18-29,all_types,45267,23244322,46146,11726150,194.744333691,393.530698482,2.020755577,,,,1
case,JUL 2022,202230,30-49,all_types,91440,42446488,66553,12662549.2,215.424183033,525.589270761,2.439787694,,,,1
case,JUL 2022,202230,50-64,all_types,74852,34985358,35788,6314602.700000001,213.952362586,566.749828932,2.648953356,,,,1
case,JUL 2022,202230,65-79,all_types,53175,25927375.55,19475,1998507.5,205.092103894,974.477203613,4.751412585,,,,1
case,JUL 2022,202230,80+,all_types,19144,7563619,7263,957150.4,253.10635028,758.814915608,2.998008208,,,,1
case,JUL 2022,202230,all_ages_adj,all_types,299034,150253861.55,201645,53322908.8,199.019177887,378.158289819,1.900109798,187.947632212,484.406789496,2.577349785,1
case,JUL 2022,202230,all_ages_adj,Janssen,17790,11371622,201645,53322908.8,156.442062531,378.158289819,2.417241781,125.206377723,484.406789496,3.868866733,1
case,JUL 2022,202230,all_ages_adj,Moderna,110846,52056311,201645,53322908.8,212.934796705,378.158289819,1.775934679,185.560102303,484.406789496,2.610511546,1
case,JUL 2022,202230,all_ages_adj,Pfizer,170053,86776669,201645,53322908.8,195.966268307,378.158289819,1.929711134,194.242686448,484.406789496,2.493822539,1
case,AUG 2022,202231,5-11,all_types,5375,5769179,15382,13295421,93.16750269,115.693967118,1.241784568,,,,0
case,AUG 2022,202231,12-17,all_types,8224,10356583,9398,6316222,79.408430367,148.79147693,1.873749125,,,,0
case,AUG 2022,202231,18-29,all_types,39896,23266427,40647,11701013,171.474545705,347.380179819,2.025841086,,,,1
case,AUG 2022,202231,30-49,all_types,79677,42470098,59293,12637124.2,187.607290193,469.196939601,2.500952597,,,,1
case,AUG 2022,202231,50-64,all_types,65633,35014299,31645,6299664.700000001,187.446277305,502.328322331,2.67985222,,,,1
case,AUG 2022,202231,65-79,all_types,47031,25950177.55,17724,1991715.5,181.235754204,889.886130825,4.910102506,,,,1
case,AUG 2022,202231,80+,all_types,17484,7570194,6517,954479.4,230.958414012,682.78058175,2.956292303,,,,1
case,AUG 2022,202231,all_ages_adj,all_types,263320,150396957.55,180606,53195639.8,175.083329004,339.512788415,1.93914972,165.31747085,434.711579294,2.629556193,1
case,AUG 2022,202231,all_ages_adj,Janssen,15795,11375664,180606,53195639.8,138.849037735,339.512788415,2.445193672,114.935346144,434.711579294,3.782227086,1
case,AUG 2022,202231,all_ages_adj,Moderna,97986,52095626,180606,53195639.8,188.088727449,339.512788415,1.805067178,182.773518225,434.711579294,2.378416652,1
